part,severity,damage_area_ratio,yolo_confidence,severity_confidence,parts_cost,labor_cost,paint_cost,total_repair_cost
Trunk,moderate,0.1834,0.851,0.8828,11955.660583235598,2239.6129898785575,2878.3240338588203,17073.6
Door,severe,0.7828,0.4572,0.6025,13727.05981397649,5326.112389253414,8609.321415397728,27662.49
Trunk,minor,0.087,0.6193,0.7401,0.0,3169.377168847717,3360.6007359217374,6529.98
Trunk,minor,0.0489,0.4596,0.4746,0.0,3172.1935514342954,2279.141788163824,5451.34
Fender,moderate,0.2634,0.7495,0.6716,0.0,2663.4636559913342,3225.5843615565855,5889.05
Bumper,moderate,0.1204,0.924,0.7042,7012.571366759553,1808.9233440472435,2413.831171842676,11235.33
Light,minor,0.0269,0.684,0.7005,0.0,1184.3622193173471,0.0,1184.36
Door,severe,0.8452,0.854,0.738,13177.009590656606,5361.714531692248,6898.037556776422,25436.76
Hood,minor,0.0755,0.8521,0.4566,0.0,3221.0212572382393,2851.4310933914717,6072.45
Fender,moderate,0.2553,0.6032,0.8638,0.0,3470.0659755506385,3303.916650821844,6773.98
Fender,minor,0.0106,0.561,0.9504,0.0,2944.7366268870965,2223.47729598479,5168.21
Door,minor,0.0362,0.7353,0.8307,0.0,3523.648605927361,2443.9034608721936,5967.55
Fender,moderate,0.2456,0.4869,0.8987,0.0,3228.9706256329464,4050.0408747755964,7279.01
Headlight,moderate,0.187,0.4728,0.6482,3799.226038631004,1045.3385102937386,0.0,4844.56
Bumper,minor,0.0103,0.5765,0.5314,0.0,1614.5646786574328,1496.320848840215,3110.89
Windshield,moderate,0.4273,0.8791,0.956,8921.734612419412,3321.464168644614,0.0,12243.2
Windshield,moderate,0.27,0.5308,0.4801,0.0,2003.1840594884773,0.0,2003.18
Windshield,moderate,0.3471,0.9262,0.5105,0.0,2431.758568208593,0.0,2431.76
Headlight,minor,0.0456,0.5488,0.6111,0.0,607.9869969723994,0.0,800.0
Headlight,moderate,0.303,0.7276,0.9477,0.0,884.8906240258763,0.0,884.89
Headlight,moderate,0.1,0.8245,0.8411,0.0,1776.9864103279756,0.0,1776.99
Headlight,severe,0.4979,0.5595,0.5974,7319.441010308928,1704.6091869797597,0.0,9024.05
Trunk,severe,0.5584,0.7843,0.6924,13670.534577016379,4275.225602981427,4029.7936497972855,21975.55
Door,minor,0.0559,0.5889,0.6508,0.0,2849.3202182680716,2473.3898435903925,5322.71
Trunk,moderate,0.2543,0.7749,0.7644,0.0,3260.1791869717385,3608.0741045672326,6868.25
Bumper,minor,0.0632,0.4547,0.6,0.0,1633.1359371191897,2070.3753055925717,3703.51
Light,moderate,0.3593,0.6374,0.8173,12820.791890095044,2318.8830792820454,0.0,15139.67
Headlight,minor,0.0874,0.9723,0.8784,0.0,1275.7288468980541,0.0,1275.73
Trunk,moderate,0.2055,0.6469,0.5131,0.0,2855.4034386537464,3026.8605777314538,5882.26
Bumper,moderate,0.1942,0.4689,0.8447,0.0,2709.949976037925,4350.795319046127,7060.75
Door,severe,0.574,0.5628,0.4467,15200.213010110318,5820.32947292958,4985.483564891198,26006.03
Fender,minor,0.0539,0.6384,0.5366,0.0,2361.5047275136517,1631.3274934230085,3992.83
Fender,minor,0.0397,0.8467,0.9233,0.0,2478.573637481619,2134.712833102083,4613.29
Headlight,minor,0.0792,0.8968,0.5046,0.0,593.7891656772907,0.0,800.0
Light,minor,0.0165,0.6799,0.8557,0.0,1161.1783254329268,0.0,1161.18
Windshield,minor,0.0333,0.8309,0.6554,0.0,1974.8356145889857,0.0,1974.84
Bumper,minor,0.01,0.6234,0.5909,0.0,1151.3288427590394,2494.5011243960375,3645.83
Light,minor,0.0861,0.7495,0.9291,0.0,1090.5244978101193,0.0,1090.52
Fender,moderate,0.2406,0.472,0.8185,0.0,2892.987505483089,3660.731522839296,6553.72
Fender,moderate,0.1,0.9184,0.8056,4669.530872202799,2632.5618860662216,2535.436706003566,9837.53
Headlight,minor,0.0832,0.7054,0.4246,0.0,979.2775049857722,0.0,979.28
Door,moderate,0.2405,0.8088,0.7815,0.0,4997.599594866797,4144.235560863163,9141.84
Hood,severe,0.5156,0.594,0.8454,0.0,4379.956343400826,3523.832067660293,7903.79
Trunk,moderate,0.3226,0.4853,0.921,13472.504936144966,3084.0291840353602,4029.5205150975457,20586.05
Windshield,severe,0.95,0.5966,0.7805,7609.773179507913,4701.174596598592,0.0,12310.95
Bumper,minor,0.0671,0.5799,0.8361,0.0,2098.168359971838,1941.3967177473285,4039.57
Windshield,moderate,0.1451,0.7759,0.877,0.0,2758.6717583797445,0.0,2758.67
Headlight,minor,0.0721,0.6848,0.5754,0.0,626.663817593965,0.0,800.0
Door,minor,0.0415,0.6568,0.6892,0.0,3028.9786387784156,1960.7890923108039,4989.77
Hood,minor,0.029,0.4722,0.796,0.0,1997.2437647489696,2383.357425087621,4380.6
Door,minor,0.0563,0.8896,0.5107,0.0,3306.4387182532746,2507.572533066264,5814.01
Headlight,severe,0.6725,0.7597,0.6144,5192.858338496896,1348.524241114923,0.0,6541.38
Light,severe,0.7783,0.4779,0.7193,7192.432593793215,1961.1129312061294,0.0,9153.55
Windshield,moderate,0.2468,0.6472,0.7536,12827.761043172613,2535.59276099293,0.0,15363.35
Trunk,severe,0.6379,0.8087,0.714,15492.173684092259,4448.1995228331525,6125.097064410937,26065.47
Light,severe,0.395,0.9033,0.9339,7461.8518398554315,1186.1137811757462,0.0,8647.97
Light,moderate,0.2602,0.6831,0.8477,11986.528953400164,1060.2132764219418,0.0,13046.74
Light,severe,0.5978,0.719,0.7203,8913.682481988997,1314.2440081020868,0.0,10227.93
Headlight,minor,0.0983,0.893,0.8284,0.0,1461.493322042423,0.0,1461.49
Hood,moderate,0.2654,0.9498,0.9161,0.0,2789.2650178202266,3230.1834790433786,6019.45
Bumper,minor,0.0525,0.8936,0.5682,0.0,1730.2415531118022,2179.67783874584,3909.92
Headlight,minor,0.0461,0.4701,0.7586,0.0,1137.5672904373337,0.0,1137.57
Trunk,moderate,0.2696,0.6849,0.6591,0.0,2747.635058627529,3750.2281505723467,6497.86
Trunk,moderate,0.2491,0.707,0.9165,0.0,3066.5793306361406,4031.3402965069417,7097.92
Bumper,severe,0.3722,0.8529,0.5014,7401.408128407742,3022.1633305197597,3946.0611068203825,14369.63
Trunk,severe,0.7799,0.4856,0.8144,12673.418887770587,4618.101743547306,8287.190346276491,25578.71
Trunk,moderate,0.3848,0.6008,0.7338,14250.964552186582,4241.605265770904,4908.573538892075,23401.14
Trunk,minor,0.0207,0.5827,0.4663,0.0,1666.0885114240207,2429.552956629157,4095.64
Headlight,moderate,0.1732,0.884,0.5162,0.0,1351.1488967085343,0.0,1351.15
Hood,minor,0.0497,0.4892,0.6794,0.0,1918.3811209136647,2008.2326500535758,3926.61
Trunk,minor,0.0712,0.5351,0.4446,0.0,1958.9308988074877,1564.1373191755042,3523.07
Door,moderate,0.1,0.8644,0.5428,0.0,4352.522393246739,2165.984351095278,6518.51
Bumper,minor,0.0606,0.7211,0.5541,0.0,2437.73061202145,2884.8482663385844,5322.58
Light,minor,0.0275,0.7955,0.9293,0.0,1584.563890336836,0.0,1584.56
Hood,severe,0.4783,0.9791,0.4285,14878.294435571772,3518.435075937793,3541.680879491405,21938.41
Light,moderate,0.1,0.5203,0.8707,7418.645708348009,1186.316753867906,0.0,8604.96
Hood,minor,0.01,0.6788,0.5927,0.0,2532.2686145607117,1834.3416799913095,4366.61
Door,severe,0.6713,0.5272,0.5928,13463.968384503873,5909.368212849163,6795.944367511014,26169.28
Light,minor,0.0408,0.8576,0.7873,0.0,1396.4453422076513,0.0,1396.45
Bumper,moderate,0.5,0.5314,0.9003,6617.741915773705,4300.42391457906,4951.232243086399,15869.4
Trunk,moderate,0.1279,0.4858,0.4994,11634.868801312849,2257.549743839822,2143.3434073083768,16035.76
Door,minor,0.075,0.5049,0.7149,0.0,2880.656911882097,2681.151423940438,5561.81
Bumper,minor,0.0659,0.937,0.7533,0.0,1947.2462832328906,2098.3214643328324,4045.57
Door,minor,0.0823,0.6905,0.7656,9261.720655111694,3539.635037630001,2160.3417274477174,14961.7
Hood,minor,0.017,0.6823,0.4098,0.0,2704.0969897980676,1541.9508870514853,4246.05
Door,minor,0.0108,0.7166,0.4448,0.0,2851.230624335189,1950.0312107013594,4801.26
Hood,minor,0.0602,0.8051,0.6725,0.0,1537.6130504700416,2082.235672536897,3619.85
Trunk,moderate,0.1454,0.7089,0.4794,0.0,2343.2943170092126,2845.762077022442,5189.06
Door,minor,0.0546,0.7471,0.9024,0.0,1985.172757600322,2000.8259025342306,3986.0
Door,moderate,0.2426,0.9384,0.6423,0.0,3066.3696744383556,3102.7369370728757,6169.11
Windshield,severe,0.4379,0.5514,0.5585,9203.570906649342,2984.825681245247,0.0,12188.4
Fender,severe,0.7001,0.6639,0.5837,5339.33258491919,5733.972786999739,8143.018706498249,19216.32
Light,severe,0.4615,0.8264,0.8418,12305.326123768937,2308.5156414706776,0.0,14613.84
Fender,minor,0.0551,0.6785,0.9614,0.0,2596.395194397873,2232.5016414146903,4828.9
Windshield,moderate,0.1762,0.4751,0.5137,0.0,1793.4422393007549,0.0,1793.44
Fender,minor,0.092,0.7466,0.4964,0.0,2196.4916994564087,2316.742662330569,4513.23
Hood,moderate,0.242,0.7424,0.9679,0.0,3272.7469527180583,2940.386214620195,6213.13
Light,moderate,0.3468,0.4972,0.4056,0.0,1607.492641064153,0.0,1607.49
Fender,moderate,0.1969,0.9313,0.7106,5727.956162806674,2312.417559672068,3050.547639885505,11090.92
Door,severe,0.7312,0.9649,0.6696,10722.574434762138,5338.118538928542,5422.202683528714,21482.9
Hood,minor,0.0314,0.9362,0.669,0.0,2347.462489194788,2743.374365409349,5090.84
Hood,severe,0.5705,0.6421,0.4881,15794.4772317633,5076.250801790509,6157.939412312134,27028.67
Door,moderate,0.3417,0.7901,0.788,14057.95177064812,3833.4055394875422,5497.503385120805,23388.86
Light,moderate,0.1619,0.9358,0.5353,9444.427550329709,1771.142959492195,0.0,11215.57
Trunk,moderate,0.2033,0.9378,0.6605,0.0,3129.1595975722203,4518.468625288765,7647.63
Fender,minor,0.0314,0.8988,0.5401,0.0,2033.1223036819504,2721.5698714599835,4754.69
Hood,severe,0.8255,0.7965,0.4441,14940.456317800277,4152.327776393182,8245.92598815971,27338.71
Windshield,minor,0.01,0.6032,0.8285,0.0,1213.164238379995,0.0,1213.16
Bumper,minor,0.0274,0.5703,0.721,0.0,1674.600350199257,2812.401413408346,4487.0
Headlight,moderate,0.1233,0.8557,0.4095,8690.600905491705,779.7009452040869,0.0,9470.3
Trunk,moderate,0.1601,0.6594,0.7272,14093.10195356347,2810.342958956103,2974.3177563727954,19877.76
Door,moderate,0.1694,0.7814,0.6975,0.0,3732.098650208713,3311.5330403933663,7043.63
Headlight,severe,0.5858,0.6892,0.4023,3813.6901924728486,1329.00561981775,0.0,5142.7
Bumper,minor,0.0938,0.5654,0.8022,0.0,1999.9622653277283,2846.128162137563,4846.09
Bumper,minor,0.046,0.9259,0.4868,8573.694259492602,2056.6698665639815,2420.307025403244,13050.67
Trunk,minor,0.0551,0.512,0.6894,0.0,2250.448205404867,2361.1378385877333,4611.59
Light,minor,0.0159,0.6143,0.8338,0.0,1096.8091626364833,0.0,1096.81
Bumper,minor,0.0388,0.8693,0.7633,0.0,1035.0100646569147,1993.9823543006994,3028.99
Light,moderate,0.2544,0.6013,0.7567,0.0,1669.1424732605049,0.0,1669.14
Door,severe,0.3589,0.8895,0.42,15275.298109589718,5062.985751002405,4408.389203836098,24746.67
Fender,moderate,0.1208,0.5529,0.6767,4918.544951600895,2887.4929714243367,2816.086619758063,10622.12
Bumper,minor,0.05,0.9646,0.6124,0.0,1816.9285016151869,3048.523609280063,4865.45
Bumper,moderate,0.2499,0.4937,0.8268,0.0,2223.539562322977,3711.2415392003913,5934.78
Hood,minor,0.046,0.6251,0.7122,0.0,1505.305326111336,1678.7580809391081,3184.06
Trunk,moderate,0.4557,0.666,0.4153,0.0,3634.343428240582,5074.765143040474,8709.11
Windshield,moderate,0.2225,0.746,0.8563,9395.026221320148,2469.876209130328,0.0,11864.9
Light,minor,0.0621,0.4802,0.6171,0.0,1047.084848836858,0.0,1047.08
Hood,minor,0.0407,0.9027,0.9395,0.0,1831.2414461818842,2534.624037326368,4365.87
Trunk,severe,0.6221,0.6704,0.574,12480.884422150057,5179.485225042695,5311.413068206406,22971.78
Light,moderate,0.1357,0.659,0.8447,0.0,1223.8583968389207,0.0,1223.86
Headlight,minor,0.0942,0.9311,0.7058,0.0,1743.4780231213115,0.0,1743.48
Light,moderate,0.1529,0.6852,0.7826,10598.318410825339,1650.1160358476757,0.0,12248.43
Trunk,moderate,0.2734,0.5594,0.7195,0.0,4188.902696854942,3931.120126297036,8120.02
Light,severe,0.3,0.7761,0.6467,3040.134929560612,1222.8246530373265,0.0,4262.96
Door,minor,0.058,0.8746,0.5535,0.0,3123.815229520586,2243.2859861249694,5367.1
Trunk,moderate,0.2842,0.9696,0.7121,0.0,3577.2014535175276,4792.319617984161,8369.52
Door,moderate,0.159,0.6955,0.5879,0.0,3712.0773902668834,3779.69973068392,7491.78
Door,minor,0.0491,0.5843,0.7674,0.0,2190.038906300094,2608.6693806676712,4798.71
Door,severe,0.95,0.8789,0.876,10748.713865757905,5829.387552222966,10851.228901147853,27429.33
Door,minor,0.0362,0.8778,0.6092,0.0,2083.2860310619644,2241.0860357808947,4324.37
Trunk,minor,0.0471,0.4671,0.759,0.0,2493.4909613537166,2549.075014961939,5042.57
Door,severe,0.3771,0.4518,0.5167,11226.456630262253,3725.5021807755843,6080.20154401512,21032.16
Door,minor,0.01,0.929,0.5028,0.0,2637.9734812289257,2234.5987670927934,4872.57
Door,minor,0.0108,0.8197,0.4422,0.0,1908.8578455529814,2116.1732782974846,4025.03
Fender,minor,0.0788,0.4914,0.947,0.0,2443.921370388113,1947.2101387130003,4391.13
Windshield,moderate,0.2868,0.5733,0.9108,9928.19754538751,1995.8905828081975,0.0,11924.09
Light,severe,0.95,0.8657,0.9352,6900.300726695259,3068.407967696356,0.0,9968.71
Door,moderate,0.3869,0.8098,0.755,12405.844803868104,5208.7337532465735,4321.710837079966,21936.29
Door,moderate,0.4434,0.932,0.8854,9234.651831320301,3453.6044728680126,4348.5188650558875,17036.78
Bumper,moderate,0.3486,0.6877,0.781,0.0,3407.076177579304,5134.910369534688,8541.99
Windshield,moderate,0.2384,0.7933,0.9318,8202.177802186117,1951.9554037238167,0.0,10154.13
Trunk,moderate,0.2519,0.6308,0.5485,15687.794002161645,3147.1587562011673,3708.626047913696,22543.58
Headlight,moderate,0.3197,0.644,0.9106,0.0,1594.748677655867,0.0,1594.75
Door,minor,0.0868,0.5424,0.5806,0.0,3619.6876634211926,2279.7468968758258,5899.43
Trunk,minor,0.096,0.9457,0.4376,0.0,2988.1234733773663,2617.5993176545667,5605.72
Door,minor,0.0923,0.5464,0.4984,0.0,3646.3065595447374,3261.28208945939,6907.59
Hood,minor,0.0117,0.949,0.9173,0.0,2991.4035808063554,2134.3760131051145,5125.78
Hood,minor,0.1193,0.7449,0.6865,0.0,1822.06127739629,2106.664963412478,3928.73
Fender,minor,0.0251,0.7121,0.449,0.0,2010.8035751682748,2046.6847287860746,4057.49
Fender,moderate,0.1891,0.6721,0.7958,7028.598045424977,3794.0077805600654,2854.0958421782166,13676.7
Trunk,minor,0.0502,0.5584,0.7988,0.0,2066.3535604799686,2296.3146936350895,4362.67
Door,minor,0.0362,0.516,0.7075,0.0,3156.7891605920618,2409.8167500489317,5566.61
Trunk,minor,0.0204,0.945,0.4836,0.0,1757.2685330288239,1556.5193847917528,3313.79
Bumper,minor,0.0485,0.7782,0.7594,5467.58275419552,1828.1645516459341,1764.5670669447159,9060.31
Windshield,severe,0.6879,0.6246,0.6135,7416.600162011012,2595.6606840875634,0.0,10012.26
Trunk,minor,0.0151,0.8434,0.7991,0.0,2856.1295538175864,2126.1627373416854,4982.29
Windshield,moderate,0.2479,0.8592,0.95,7059.918913780168,2325.515407254791,0.0,9385.43
Headlight,minor,0.0233,0.9368,0.8156,0.0,894.0487183308766,0.0,894.05
Fender,moderate,0.1842,0.9185,0.403,6321.979859378783,2489.127220470497,3452.7031334067324,12263.81
Trunk,minor,0.0726,0.5773,0.9548,0.0,2176.907539251006,2424.073937632035,4600.98
Windshield,moderate,0.2325,0.6585,0.9596,11935.863757178242,2043.0111031064257,0.0,13978.87
Light,severe,0.6411,0.8344,0.7077,12026.062827095755,2042.8578836461852,0.0,14068.92
Headlight,minor,0.0254,0.6276,0.627,0.0,832.5926706632094,0.0,832.59
Windshield,moderate,0.1048,0.664,0.7313,0.0,1112.431233764043,0.0,1112.43
Light,severe,0.5277,0.5614,0.9019,10024.917373914834,2054.1049670570283,0.0,12079.02
Trunk,severe,0.696,0.5336,0.8271,0.0,3499.1711239280185,4843.828190627048,8343.0
Headlight,moderate,0.3035,0.7286,0.7623,0.0,1633.6115280040933,0.0,1633.61
Bumper,minor,0.083,0.9455,0.5489,0.0,2488.701822817705,2541.577939686966,5030.28
Hood,minor,0.0357,0.5904,0.4443,0.0,3285.8420772107675,2289.1883424753278,5575.03
Door,severe,0.4664,0.7746,0.9516,13221.268746705116,5546.560039925026,4651.794318647899,23419.62
Headlight,moderate,0.2174,0.657,0.6737,0.0,1687.5758716689656,0.0,1687.58
Trunk,moderate,0.1517,0.8339,0.8064,0.0,3329.122221994811,3119.663624325682,6448.79
Fender,minor,0.0553,0.6075,0.5358,0.0,3254.384484720314,2602.499233501926,5856.88
Hood,severe,0.7111,0.9662,0.6619,13319.682351451944,5348.580721046091,4901.22815128196,23569.49
Door,moderate,0.1516,0.9239,0.9595,0.0,3899.431498192897,2057.3157941756576,5956.75
Trunk,minor,0.0538,0.6586,0.4326,0.0,2169.538684886788,2426.074933221887,4595.61
Windshield,minor,0.0135,0.6733,0.8839,0.0,1717.0905095323628,0.0,1717.09
Fender,minor,0.0897,0.8259,0.8989,0.0,2491.1605135775762,2251.3890051378335,4742.55
Hood,moderate,0.2142,0.6155,0.9275,16109.280495644902,2998.865085063431,3437.6707469258745,22545.82
Headlight,severe,0.5594,0.5288,0.6022,12564.212648047192,2070.583486816544,0.0,14634.8
Door,moderate,0.2412,0.6034,0.7998,0.0,3700.281936099687,5051.153710923063,8751.44
Bumper,moderate,0.1,0.9544,0.8052,0.0,1116.8497144482199,2738.8658020684306,3855.72
Trunk,minor,0.0585,0.4943,0.8771,0.0,1585.971970126808,3337.9028917351748,4923.87
Fender,severe,0.3584,0.9043,0.4348,4581.154254567406,3242.4272990904246,5424.185196551657,13247.77
Bumper,minor,0.0815,0.6295,0.6388,0.0,1846.8217555489032,2212.6564062587836,4059.48
Fender,moderate,0.3902,0.799,0.7499,4451.767671357685,3341.139801944397,5249.111975136532,13042.02
Fender,moderate,0.1494,0.9417,0.7648,0.0,2798.9922722816677,2911.0521118029383,5710.04
Light,moderate,0.2547,0.8188,0.7401,0.0,1588.8457073650775,0.0,1588.85
Trunk,moderate,0.1654,0.8809,0.89,0.0,1957.0736225864027,1994.0930541354803,3951.17
Windshield,severe,0.5625,0.5362,0.9119,9498.22783964203,2131.042103620956,0.0,11629.27
Headlight,minor,0.0377,0.4692,0.5413,0.0,1099.4335439647084,0.0,1099.43
Light,moderate,0.2266,0.6024,0.97,0.0,1567.6398324620318,0.0,1567.64
Windshield,minor,0.0473,0.7876,0.8329,0.0,1758.8996317218343,0.0,1758.9
Hood,minor,0.01,0.6652,0.5826,0.0,1679.6193844416784,1800.3170327269695,3479.94
Fender,moderate,0.332,0.9583,0.6988,2821.472169284883,3745.8613061127,2605.1785475694082,9172.51
Hood,severe,0.3675,0.6502,0.9058,15884.348857289384,4363.848543752608,3799.136824148921,24047.33
Trunk,moderate,0.1873,0.532,0.6794,14470.150615878565,2655.574029622461,2631.999692052467,19757.72
Windshield,minor,0.0198,0.58,0.6052,0.0,1762.2120028377535,0.0,1762.21
Fender,minor,0.0443,0.6934,0.9649,0.0,2396.9614107593998,1881.6962845674889,4278.66
Hood,moderate,0.4028,0.763,0.488,12778.717432485844,3008.6936250575086,4740.439582894503,20527.85
Headlight,moderate,0.1632,0.774,0.8226,0.0,1499.9219983573719,0.0,1499.92
Bumper,moderate,0.2499,0.8983,0.6358,0.0,2362.761262979938,3101.264374252063,5464.03
Windshield,moderate,0.3151,0.8232,0.796,0.0,2271.788921093451,0.0,2271.79
Headlight,minor,0.05,0.5369,0.6007,0.0,690.2099986451346,0.0,800.0
Door,severe,0.4827,0.5803,0.7908,8947.93360069498,5650.561503005033,4245.968779345251,18844.46
Hood,moderate,0.1,0.6622,0.448,16928.75821557973,3384.328001813563,2975.485209110292,23288.57
Fender,minor,0.0893,0.6474,0.8581,0.0,1913.8870070435266,2357.807077799215,4271.69
Door,minor,0.0297,0.7577,0.9531,0.0,2814.78104204575,2131.611768494239,4946.39
Hood,minor,0.0638,0.6764,0.5386,0.0,3122.368338168246,2243.064499582962,5365.43
Hood,moderate,0.263,0.5876,0.7374,14339.385904093164,3132.3850746479857,3217.6352684218746,20689.41
Trunk,moderate,0.3262,0.6827,0.7945,11524.866326850351,3828.458649305208,4865.640065055455,20218.97
Door,severe,0.7733,0.6748,0.5405,11978.36990824061,4589.5163946348885,7867.555032370649,24435.44
Trunk,moderate,0.3004,0.5347,0.6222,0.0,3961.805354621547,2472.4654580569727,6434.27
Bumper,moderate,0.2717,0.4508,0.6617,6023.609374261397,1780.910564036191,3072.9676087694074,10877.49
Bumper,severe,0.6603,0.8446,0.4613,7379.666397873109,3816.721068524805,6211.243844742253,17407.63
Fender,minor,0.0269,0.5013,0.6705,0.0,2370.217301343501,1696.6250308134358,4066.84
Door,minor,0.0655,0.478,0.5046,10874.123642458013,2802.271249862056,2925.957203381028,16602.35
Door,moderate,0.2232,0.5496,0.6733,8896.340027173277,3450.1908454755458,2828.033120557462,15174.56
Trunk,minor,0.0462,0.6217,0.4286,0.0,1700.8256623207876,2059.5947413299136,3760.42
Hood,minor,0.0285,0.6054,0.6611,0.0,2548.5655940868833,2041.0477646928352,4589.61
Fender,moderate,0.3323,0.6347,0.8771,0.0,3532.933602452702,3340.8909068078333,6873.82
Bumper,severe,0.5865,0.9487,0.7304,7085.6182497647715,3468.645178209472,5476.25234357894,16030.52
Trunk,severe,0.4097,0.5272,0.904,13289.737150837847,2970.5128898889343,3698.449962333318,19958.7
Light,moderate,0.4843,0.8662,0.6974,10372.80825264669,1747.325492565538,0.0,12120.13
Trunk,moderate,0.2949,0.4945,0.9133,0.0,2843.5021099641967,3752.409984041032,6595.91
Bumper,minor,0.0873,0.6308,0.5134,0.0,1749.246493358534,2342.841119199552,4092.09
Light,moderate,0.2563,0.5288,0.7345,0.0,701.0410131261145,0.0,800.0
Light,moderate,0.1695,0.7939,0.5879,0.0,999.732718012954,0.0,999.73
Bumper,severe,0.8135,0.8541,0.8266,5194.307783707051,3009.801625846517,7001.404477499939,15205.51
Windshield,severe,0.8135,0.5716,0.5064,7366.592530165984,4078.7603543690193,0.0,11445.35
Windshield,moderate,0.2389,0.9318,0.5266,0.0,2529.274441590765,0.0,2529.27
Door,moderate,0.2714,0.53,0.8211,9874.73964403013,3811.7117844403465,4291.660632162913,17978.11
Headlight,minor,0.0579,0.7295,0.5396,0.0,949.569559621391,0.0,949.57
Bumper,moderate,0.1291,0.6687,0.9589,0.0,2204.698858987364,2894.0788695384244,5098.78
Bumper,minor,0.0339,0.7749,0.9094,0.0,1793.2940946519448,2076.387592592116,3869.68
Hood,moderate,0.1989,0.6144,0.6939,0.0,2743.1898675800076,2362.254972036774,5105.44
Bumper,moderate,0.2721,0.8333,0.441,0.0,2844.980600826999,5288.3918006218255,8133.37
Door,moderate,0.3012,0.6673,0.4579,0.0,3854.628815387211,4188.84455662098,8043.47
Hood,minor,0.0698,0.7415,0.743,0.0,1559.2762467416837,2127.5033289678663,3686.78
Hood,severe,0.6688,0.9287,0.4411,14204.168410392947,3849.6124612075423,4144.582821339463,22198.36
Headlight,moderate,0.2838,0.9254,0.4099,0.0,1485.755622994368,0.0,1485.76
Trunk,moderate,0.2215,0.9165,0.9687,0.0,2720.5711001485815,2936.7838426637754,5657.35
Fender,minor,0.0861,0.9276,0.4092,0.0,2381.126470323885,2303.310471907213,4684.44
Door,moderate,0.215,0.5948,0.5645,0.0,4474.382328749109,4104.711413054964,8579.09
Headlight,moderate,0.1415,0.8232,0.7839,4571.5422457390205,1446.8979748859651,0.0,6018.44
Headlight,moderate,0.3552,0.6989,0.9089,6908.658347781512,1433.9900604697325,0.0,8342.65
Windshield,severe,0.6542,0.7088,0.6614,10968.40535538063,2961.3769584731035,0.0,13929.78
Headlight,moderate,0.2983,0.8148,0.9678,0.0,1359.572727349816,0.0,1359.57
Door,minor,0.0136,0.6902,0.5434,0.0,2120.282772190007,1500.6504944160592,3620.93
Door,moderate,0.1518,0.8846,0.7484,0.0,4406.695840714535,2491.063459927279,6897.76
Windshield,minor,0.0602,0.6997,0.4944,0.0,2348.269864700345,0.0,2348.27
Headlight,moderate,0.2495,0.8213,0.53,0.0,1168.0998292194972,0.0,1168.1
Hood,moderate,0.1669,0.7941,0.5417,0.0,3720.084899987311,2855.6557604023224,6575.74
Headlight,minor,0.0747,0.6254,0.5006,0.0,907.635770092624,0.0,907.64
Windshield,severe,0.538,0.6501,0.5839,0.0,2448.33554585292,0.0,2448.34
Trunk,severe,0.4324,0.7273,0.8762,12889.231955565523,3086.7176985212154,4522.258146928536,20498.21
Fender,moderate,0.1863,0.6193,0.4541,0.0,2721.130571398796,2991.568590974183,5712.7
Trunk,severe,0.8375,0.5453,0.7169,11756.516071635637,5095.725158815886,5901.358855198275,22753.6
Headlight,moderate,0.1362,0.968,0.7409,9793.666319045458,978.7086666225262,0.0,10772.37
Fender,minor,0.0671,0.793,0.4933,0.0,1832.9021015480744,1747.0531471242587,3579.96
Light,minor,0.0292,0.491,0.53,8279.419498071224,703.7680351499035,0.0,8983.19
Bumper,moderate,0.253,0.886,0.8853,0.0,1572.962199971313,2158.629832967056,3731.59
Windshield,minor,0.0444,0.7907,0.4598,0.0,2006.1858658989402,0.0,2006.19
Windshield,moderate,0.3668,0.6036,0.7085,9469.283531175834,3012.243060187491,0.0,12481.53
Bumper,severe,0.7845,0.6368,0.4446,5745.141881982028,3640.7501347041675,5423.542598177854,14809.43
Hood,moderate,0.2248,0.5974,0.401,14568.084340500502,2464.2317676178277,2969.4776452814517,20001.79
Door,minor,0.0289,0.622,0.6379,0.0,3309.0454521743086,1852.364575953848,5161.41
Headlight,severe,0.5091,0.4766,0.8814,4428.701111705231,2143.1008942080907,0.0,6571.8
Light,severe,0.5764,0.6468,0.4854,9133.271789120437,2084.0369568631504,0.0,11217.31
Light,moderate,0.1559,0.5457,0.4404,0.0,993.7979765921327,0.0,993.8
Windshield,moderate,0.1,0.9651,0.8828,0.0,2562.1338681623024,0.0,2562.13
Headlight,moderate,0.3011,0.6477,0.6781,6772.240896044065,1722.5361830808997,0.0,8494.78
Door,moderate,0.2426,0.4505,0.5144,0.0,3213.1548590684156,3542.0366058854784,6755.19
Trunk,minor,0.047,0.9196,0.5213,0.0,1817.750287410034,2349.6023945701368,4167.35
Fender,moderate,0.2284,0.8479,0.4834,3468.773009136547,3276.3372768639647,3846.03465053233,10591.14
Hood,minor,0.0255,0.8958,0.4988,16173.919279153699,1989.60743127427,1643.263856707092,19806.79
Windshield,minor,0.0735,0.7742,0.8227,0.0,1924.9885750108847,0.0,1924.99
Headlight,minor,0.0606,0.6621,0.8293,0.0,730.400903845786,0.0,800.0
Light,minor,0.0321,0.6761,0.5942,0.0,1464.7045507574562,0.0,1464.7
